text_clean,sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
রলস দখ ক ক এখন আসছন হত তলন ,0,9,0,47,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yes i am here,1,4,2,14,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone today here,0,3,1,17,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mi favourite song  sar,1,5,0,24,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reels girl boys like,0,4,0,20,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 22 june here ,1,5,1,22,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone from assam,0,3,1,17,0,0.0,0.0,1.0,0.0,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mast gana hai main ek chhota baccha hun jay durga naam hai,0,12,0,58,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"great music, lyrics, message. a global hit",1,7,1,42,3,0.0,0.0,1.0,0.0,3,6,6,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2
131 million views,1,3,0,18,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20 wc 2024 ka music hai ,0,7,0,26,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
uerwyenotun gaan sunbo raja,0,4,0,28,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
me non marathi but song  wah wah ,1,9,2,35,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunday anyone ,0,3,0,16,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usko lagta hai ki super khoob upar hai shakal dekh,-1,10,0,54,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhai yahi gana banana tha to dusri heroine ke sath banaa lete lekin is chudail ke sath kyon banae ek paisa bhi nahin bhati humko sala jab se abhishek ko dhokha diya hai is,-1,34,2,178,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
rocking star sanju jay maharashtra,1,5,0,34,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
gendu song for gendu generation,0,5,1,31,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all time best song,1,4,1,19,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
कन कन instagram पर reels दखकर गन सनन आय ह ,0,11,0,53,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanju rathod all song is famousing day by day,0,9,3,45,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ye bhai song hit bnata hai bha ,1,8,0,32,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
अखड भरतत फकत मरठ वजल पहज ,0,7,0,39,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we all deserve this jadoo ,1,6,3,30,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
ak number ,0,3,0,13,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thank you for 3 subscriber,1,5,2,26,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 सपर,1,2,0,8,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 so nice song,1,4,1,17,0,0.0,0.0,1.0,0.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone right now....!?,0,3,0,24,6,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dance steps are equally good to the song,1,8,3,40,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222
instagram se kaun kaun aaya hai ,0,7,0,34,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra rising   from u.p,1,6,1,34,1,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
namaste!good songs,1,2,0,18,1,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
love from karbi anglong  assam,1,6,1,32,2,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
it is so addictive man ,1,6,3,29,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bahut majedar song ,0,4,0,26,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its my favourite song,1,4,2,28,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 super,1,2,0,7,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026 me kon kon sun raha hai ,0,8,1,36,0,0.0,0.0,1.0,0.0,2,6,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
kon kon reel dekhke aya hai ,0,7,0,29,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
film ?,0,2,0,6,1,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marathi speaking people attendance ,1,5,0,36,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shaky shaky my favourite song ,1,6,1,31,0,0.0,0.0,1.0,0.0,1,6,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
only maharashtrians can relate ,1,5,2,36,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tending now ,1,3,1,13,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to day is the best song ,1,7,3,28,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to day is the best song ,1,7,3,29,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 22june 2025,0,3,0,21,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun jun 22,0,3,0,12,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
shaky shaky  viby viby,0,5,0,25,0,0.0,0.0,1.0,0.0,1,6,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
kon kon instagram se aya hai ,1,7,0,31,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone tomorrow like,0,3,0,20,0,0.0,0.0,1.0,0.0,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone june 2025,0,3,0,16,0,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xnxx क य य o.,0,5,0,16,1,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happy i song ,1,4,1,17,0,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
today visit ,0,3,0,13,0,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
anyone todayon sunday,1,3,0,22,0,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marathi gaana eyelashes shaky tuzadimple sundar  earrings nosering glitteting eknumber  kithisundar jaadumanthar laibhaari,1,15,0,169,0,0.0,0.0,1.0,0.0,0,6,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
world class,1,2,0,11,0,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
they copy bangladeshi pritom hasan jadugor song,0,7,1,49,2,0.0,0.0,1.0,0.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sanju top 1global main hi rehga,0,6,0,31,0,0.0,0.0,1.0,0.0,23,5,6,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0
kon kon insta sa sun kar aya ha ,0,9,0,33,0,0.0,0.0,1.0,0.0,23,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
first insta reel lo chusina.....,0,5,0,32,5,0.0,0.0,1.0,0.0,22,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swag bhavaaaaaaaa ! ,1,4,0,21,1,0.0,0.0,1.0,0.0,22,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
they are beautiful together all love from algeria to the marathi people  his voice here is fantastic. 149,1,19,9,110,2,0.0,0.0,1.0,0.0,22,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
wavy wavy ,1,3,0,14,0,0.0,0.0,1.0,0.0,22,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram ram bhaiyaji  love from bangladesh ,1,8,1,45,0,0.0,0.0,1.0,0.0,21,5,6,0.0,0.25,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.125
"for the first time, we bhojpuri people understood a little bit with someone marathi and also liked it ",1,19,7,103,1,0.0,0.0,1.0,0.0,21,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great music,1,2,0,11,0,0.0,0.0,1.0,0.0,21,5,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
best ,1,2,0,8,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nailed it !!!,1,3,1,13,3,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"no stup!d rap like chapris do nowadays, no half nakеd models, and still this song is amazing and trending worldwide",1,20,7,115,3,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice song  1k subk ,1,6,0,37,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instagarm se kon kon aya h 2030,1,7,0,32,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wt lovely song ,1,4,0,22,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
indian or pakistani??,0,3,1,21,2,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asli saf tho larkia hothe ha,0,6,0,28,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow ,1,2,0,9,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mujhe gussa ata hai jab ye singer ki face main dikhta hoon,0,12,0,58,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
nice song ,1,3,0,14,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi firiends please saporting,0,4,0,29,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one of the fuckiest song i have ever hear...,-1,9,4,44,3,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
software and autotune make this shit a tranding song! i seriously wish i could un-hear this mess! ,-1,18,6,101,3,0.0,0.0,1.0,0.0,20,5,6,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0
kya bawasir bana diye ho,0,5,0,24,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i am here after listening this on insta,0,8,6,40,0,0.0,0.0,1.0,0.0,20,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jo jo yoyo ka fan ho oh kavi v ise like mat karo jabh tak mafi na mange,0,18,0,71,0,0.0,0.0,1.0,0.0,20,5,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
fakt copyright karu nakos baki song mast ahe,0,8,0,44,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who is from tiktok?,0,4,3,19,1,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it's a very wonderful song,1,5,3,26,1,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25
anyone today,1,2,0,14,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ভললগছ ,1,2,0,11,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhai bhasha pe ladai mat kro. we hindu by the way iam nepali hinduand i feeling proudly ,1,18,4,107,1,0.0,0.0,1.0,0.0,19,5,6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
chapriest song ever,1,3,0,19,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to be yourself ,-1,4,2,18,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listening this song on 22-june-2025,0,5,2,35,2,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any one 22 jun 2k25 !!!,0,6,1,23,3,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copied song ,-1,3,0,14,0,0.0,0.0,1.0,0.0,19,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ayesha khan ki copy ko hi step bana diya,0,9,0,40,0,0.0,0.0,1.0,0.0,19,5,6,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
im not indian but this is fire ,1,8,4,33,0,0.0,0.0,1.0,0.0,19,5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world class singer and song,1,5,1,28,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is cool.,1,3,2,13,1,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100 vibe  zero understanding ഇഷടയ  i'm a mallu here,1,11,3,59,1,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
interesting song,1,2,0,19,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
who listen this song at midnight like me,0,8,4,40,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
song is good dance is natural ,1,7,2,33,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.125,0.25,0.125,0.25,0.0,0.0,0.0,0.25
tiktoker are making it viral ,0,6,2,30,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
गन mast ह वडओ त म कसम चस ल न मर सख दग,0,13,0,55,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
japan tuza bahinsathi pan asachbolna,0,5,0,36,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon 2025 me sun rha hai,1,7,1,30,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
any one 2027,0,3,1,12,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m maharashtrian but this song is that bakwas,0,8,5,44,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_21_june ko kaun sun raha hai,1,6,0,31,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
anyone just hear ,0,4,1,18,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love from karnataka ,1,4,1,21,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
you are beautiful dance ,1,5,2,34,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4
autotune ,0,2,0,12,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global 1,0,2,0,8,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any south indians,1,3,1,18,0,0.0,0.0,1.0,0.0,18,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any one today ,1,4,1,17,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he's look like a divine half ,1,7,2,31,1,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love      ,1,7,0,18,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anyone 1145 pm,0,3,0,15,1,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaun kaun instagram main reels dekh dekh kar views check karni aya hai,0,13,0,71,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
shaky shaky ,1,3,0,17,0,0.0,0.0,1.0,0.0,17,5,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
ajay love sogs,1,3,0,14,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
149 best words,1,3,0,17,1,0.0,0.0,1.0,0.0,17,5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
 may fory song,1,4,0,21,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i am only notice three girl ,0,7,3,31,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
কল.........এক ফল হয,-1,3,0,24,9,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 i love song  jay maharashtra mh-30 akola wach 112,1,11,1,56,2,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
create masterpiece ,1,3,0,22,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
ajay wwwwww,0,2,0,11,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finally something that can match coldplay  hymm for the weekend  ,1,13,4,71,2,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
 good ,1,3,0,14,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
reels se kon kon aaya hai ,0,7,0,27,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma aj sun raha hn 21 june 2025,0,8,1,32,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
sab kuch thik hai bas isha pasand nehi because of her bakvash nature,0,13,3,69,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhide zaroor dekh raha hoga kyun k wo bhi marathi hai,0,11,0,54,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gyz a gana suno some think special,0,7,2,34,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anyone today?,0,2,0,16,1,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winner of the trend ,1,5,2,21,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.2
 149 just awasome...,1,4,1,27,4,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vibe ,1,2,0,9,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone from intagram ,0,4,1,22,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone from instagram,0,3,1,21,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow! superb song ,1,4,0,19,1,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lyrics ki jo gand mare ho na  par sound acha he,0,12,1,48,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanju  mazya mula chaya channel la pan thoda share kelas tar tumche khup khup aabhar ,1,17,0,88,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
vibe hai boss ,1,4,0,18,0,0.0,0.0,1.0,0.0,17,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awesome still love this song,1,5,1,29,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
shivani ji ki hath dhone ka idea ekdam super tha,1,10,0,58,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone in 21date,0,3,1,16,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daily viewer ,1,3,0,14,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yakh ,-1,2,0,7,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaj kon kon sun rha hai ,1,7,0,26,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
"পরম ন করও রমনটক স ভল লগর করণ ক,,কউ বলত পর",0,11,0,60,2,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone see my comment ,0,5,1,24,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"life is beautiful, isn't it? ",1,6,2,30,3,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anyone 2019??,0,2,0,13,2,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxxgx ,0,2,0,11,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
